video_id	classification	question_category	pool_key	target	caption	generated_transcription	missing_transcription	score_1	score_2	score_3	mean_score	raw_output_1	raw_output_2	raw_output_3
Video23	unknown_dialogue	Controfattuale_A	pool_pos_8	0	Se il pizzaiolo facesse cadere la pizza a terra, sporcherebbe il pavimento e sarebbe costretto a raccogliere e gettare l'impasto caduto prima di sostituirlo con uno pulito	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_1	0	Se il pizzaiolo provasse a prendere la pizza dal forno a mani nude si brucerebbe, dato il calore elevato	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_2	0	Se il pizzaiolo provasse a prendere la pizza a mani nude si scotterebbe perché è appena stata sfornata ed è bollente	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_3	1	Se il pizzaiolo cercasse di afferrare la pizza dal forno senza indossare guanti, si ustionerebbe le mani	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_4	1	Se il pizzaiolo provasse a sollevare la pizza dal forno senza indossare guanti, si brucerebbe seriamente	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_5	0	Se il pizzaiolo tentasse di afferrare la pizza dal forno senza protezioni, rischierebbe di scottarsi seriamente le mani	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_6	1	Il pizzaiolo subirebbe gravi ustioni alle mani se tentasse di afferrare la pizza dal forno senza usare protezioni	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_7	0	Se il pizzaiolo cercasse di prendere la pizza dal forno senza protezioni, si ferirebbe gravemente le mani per via dell'alta temperatura	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Controfattuale_B	pool_pos_8	1	Se il pizzaiolo prendesse la pizza dal forno a mani nude, si ustionerebbe	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_1	0	Nel forno a legna è messo a cuocere l'impasto della pizza condito	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_2	0	Dentro il forno a legna vanno messe le pizze	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_3	0	Nel forno a legna viene messa a cuocere la pizza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_4	0	Una pizza viene cucinata all'interno del forno a legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_5	1	Nel forno a legna vi sono le pizze a cuocere	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_6	1	Una pizza è stata posta a cuocere nel forno a legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_7	1	Nel forno a legna si cuoce una pizza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_A	pool_pos_8	0	Una pizza è stata inserita nel forno a legna per la cottura	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_1	1	Nella scena, chi stende la pasta della pizza e chi la inforna sono due figure distinte	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_2	1	All'inizio del filmato si vede che c'è una seconda persona che sta per stendere una nuova pizza, ma non è certo se sia la stessa che la inforna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_3	1	All'inizio del video si vede un'altra persona che stende la pasta della pizza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_4	1	La pasta della pizza è stesa da una persona diversa rispetto a quella che la inforna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_5	0	Chi stende la pasta della pizza non è la stessa persona che la inforna, poiché all'inizio del video si intravede una persona che maneggia l'impasto	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_6	1	Sembra che a stendere la pasta della pizza sia un'altra persona, ma non ci sono elementi a sufficienza per averne certezza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_7	0	Chi stende la pasta della pizza non è chi la inforna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoParziale_B	pool_pos_8	1	Chi stende la pasta della pizza è una persona diversa da chi la inforna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_1	1	La pizza preparata dal pizzaiolo nella scena è una margherita, ma il nome non è mostrato nelle immagini	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_2	1	La pizza sembra essere una margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_3	1	La pizza preparata dal pizzaiolo sembra essere una margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_4	1	Nel filmato, il pizzaiolo ha preparato una pizza margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_5	0	Pare che la pizza che il pizzaiolo ha preparato sia una margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_6	0	Dal video sembra che la pizza preparata dal pizzaiolo sia una margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_7	0	La pizza preparata dal pizzaiolo si chiama margherita	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_A	pool_pos_8	0	"Dal video sembra che il pizzaiolo stia preparando una ""margherita,"" ma non è escluso che venga aggiunto un altro ingrediente rendendola di un tipo differente"	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_1	0	Gli assi di legno presenti sotto il forno a legna servono ad alimentare il fuoco	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_2	0	Gli assi di legno sotto al forno servono per accendere e alimentare il forno a legna per cuocere le pizze	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_3	0	È probabile che i pannelli di legno situati sotto il forno a legna vengano utilizzati per rinvigorire la fiamma	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_4	1	Le tavole di legno collocate sotto il forno a legna vengono utilizzate per tenere viva la fiamma del forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_5	1	Le assi di legno collocate sotto il forno a legna sono impiegate per mantenere il fuoco stabile	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_6	1	I pannelli di legno sono utilizzati per nutrire il fuoco del forno a legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_7	1	Le tavole di legno sotto il forno a legna sono destinate a essere incenerite e a mantenere la fiamma elevata	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	ImplicitoTot_B	pool_pos_8	1	I pezzi di legno sotto il forno a legna sono utilizzati per sostenere la fiamma	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_1	1	Il filmato non fornisce l'informazione precisa, ma per accendere il fuoco basta poca legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_2	1	Non ci sono abbastanza informazioni nella scena per sapere quanta legna è necessaria per accendere il forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_3	0	Non è dato sapere quanta legna è necessaria per accendere il forno nel filmato	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_4	0	Non ci sono informazioni sufficienti per determinare quanta legna è necessaria per accendere il forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_5	0	Dal video non si deducono le dimensioni del forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_6	0	Dal video non si può determinare la quantità di legna necessaria per accendere il forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_7	1	Dal video non è deducibile quanta legna sia necessaria per accendere il forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_A	pool_pos_8	1	Nel video non ci sono dati sufficienti per stabilire quanta legna sia necessaria per accendere il forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_1	0	Non ci sono abbastanza informazioni nella scena per sapere quante pizze in media cuoce il pizzaiolo ogni giorno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_2	1	Nel video non si trovano dati sul quantitativo di pizze che il pizzaiolo prepara quotidianamente	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_3	0	Dal filmato non è possibile determinare quante pizze cuoce ogni giorno il pizzaiolo, ma dipende anche dalla richiesta giornaliera	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_4	1	Dal video non è possibile dedurre quante pizze in media cuoce ogni giorno il pizzaiolo	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_5	1	Il dato relativo al numero di pizze che il pizzaiolo prepara di giorno in giorno non è ricavabile dal filmato	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_6	1	Non ci sono dati sufficienti per determinare il numero medio di pizze che il pizzaiolo cucina giornalmente	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_7	1	Dal filmato non si può inferire quante pizze in media prepara quotidianamente il pizzaiolo	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Incertezza_B	pool_pos_8	0	Dalla ripresa non si può stabilire il numero medio di pizze che il pizzaiolo sforna su base giornaliera	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_1	1	Nella scena ci sono delle pizze, non una torta	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_2	1	Nella scena non ci sono torte	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_3	1	Nel filmato non c'è nessuna torta	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_4	1	Nel filmato non appare nessuna torta	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_5	1	Nel video non c'è alcuna torta, solo delle pizze	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_6	1	Nel video non compare alcuna torta	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_7	0	Nel video manca la torta, sono presenti unicamente delle pizze	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_A	pool_pos_8	1	Nel video non sono presenti torte	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_1	1	Non è presente alcuna stufa nella scena	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_2	1	Nella scena non c'è una stufa, ma un forno per fare le pizze	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_3	1	Nel filmato non c'è una stufa	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_4	0	Nel filmato non si nota nessuna stufa	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_5	1	Nel video non c'è una stufa, ma è presente un forno a legna funzionante	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_6	1	Nel video non appare la stufa	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_7	0	Nel video non viene visualizzata nessuna stufa	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	OutofScope_B	pool_pos_8	1	Nel video non si nota alcuna cucina	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_1	1	Per rinvigorire il fuoco, il pizzaiolo dovrebbe smuovere la brace e aggiungere nuova legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_2	1	Non ci sono abbastanza informazioni nel filmato per sapere quali operazioni dovrebbe compiere il pizzaiolo per rinvigorire il fuoco	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_3	0	Per rinvigorire il fuoco, il pizzaiolo dovrebbe aggiungere altra legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_4	0	Non è chiaro quali operazioni dovrebbe compiere il pizzaiolo per rinvigorire il fuoco nel video	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_5	0	Per ravvivare le fiamme, il pizzaiolo dovrebbe mettere più legname	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_6	1	Per ravvivare il fuoco, il pizzaiolo dovrebbe inserire nuovi pezzi di legna	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_7	1	Per ravvivare il fuoco, il pizzaiolo dovrebbe mettere ulteriore legna nel forno	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_A	pool_pos_8	1	Il pizzaiolo dovrebbe aggiungere altra legna o altro materiale combustibile per rinvigorire il fuoco	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_1	1	Il pizzaiolo per aggiungere passata di pomodoro alla pizza dovrebbe versarci sopra ulteriore passata di pomodoro	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_2	1	Il pizzaiolo dovrebbe prendere il mestolo dalla ciotola piena di sugo e versarlo sopra alla pizza appena sfornata per aggiungere ulteriore passata di pomodoro	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_3	1	Il pizzaiolo dovrebbe girarsi verso il bancone, raggiungere il contenitore con il pomodoro, aprirlo e mettere la passata sulla pizza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_4	1	Per aggiungere la passata di pomodoro alla pizza, il pizzaiolo dovrebbe prendere la passata, prelevarne una certa quantità con il mestolo e versarla sulla pizza	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_5	0	Per aggiungere la passata di pomodoro alla pizza, il pizzaiolo deve aprire il contenitore della passata e distribuirla uniformemente sulla pizza appena sfornata	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_6	0	Il pizzaiolo dovrebbe prendere la bottiglia di passata, stapparla e versarla sulla pizza appoggiata sul piatto per aggiungere del pomodoro ad essa	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
Video23	unknown_dialogue	Pianificazione_B	pool_pos_7	1	Il pizzaiolo dovrebbe prendere il mestolo, riempirlo di passata e spargerlo sulla pizza sfornata	Se lascio un po' tu devi macinare, capito? Vai con la bambuglia! La polvere macina! Lui sa in quanti video miei sta già a fare le risate! Ancora!	false	0	0	0	0	0.0	0.0	0.0
